feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,label
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0005162622612287042,0.0005162622612287042,1.0,0.0005162622612287042,1936.0,1936.0,0.0,1936.0,-1.0,-1.0,1.0,-1.0,10.515625,133.0,80.0,80.0,80.0,22.0,22.0,22.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0005162622612287042,0.0005162622612287042,1.0,0.0005162622612287042,1936.0,1936.0,0.0,1936.0,-1.0,-1.0,1.0,-1.0,10.515625,133.0,80.0,80.0,80.0,22.0,22.0,22.0,Cancerous
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.17069686055534344,0.16792346208784936,0.1768786132614585,0.17100748571090593,0.096768717038907,0.09676310408745253,0.4386295188379987,0.08001997758044535,6380.990243902433,6389.985294117659,663.1274509803935,6491.35784313727,0.6122429314337364,0.6113307421160641,0.9596654385899325,0.605164782167217,5.55859375,25.521951219512196,99.78292682926829,99.78292682926829,99.78292682926829,90.70874968536634,90.70874968536634,90.70874968536634,Cancerous
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.24523691790214655,0.24431677766263005,0.31873798126413383,0.24642626402914342,0.04423713499536645,0.036816011623154975,0.6960826786707102,0.03938349663425662,14520.392720306474,14548.696737044103,1505.2677543186132,14558.476007677515,0.06877738989541476,0.06865748545620769,0.9036392121959548,0.06802611040682752,4.8984375,83.34291187739464,59.17911877394636,59.17911877394636,59.17911877394636,88.2973007444944,88.2973007444944,88.2973007444944,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.00072992700729927,0.00072992700729927,1.0,0.00072992700729927,1369.0,1369.0,0.0,1369.0,-1.0,-1.0,1.0,-1.0,8.625,129.0,20.5,20.5,20.5,18.5,18.5,18.5,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.00072992700729927,0.00072992700729927,1.0,0.00072992700729927,1369.0,1369.0,0.0,1369.0,-1.0,-1.0,1.0,-1.0,8.625,129.0,20.5,20.5,20.5,18.5,18.5,18.5,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.058823529411764705,0.058823529411764705,1.0,0.058823529411764705,16.0,16.0,0.0,16.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,0.5138821710241627,0.5133355539148341,0.5689542974588492,0.5151130812041547,0.0715769801558029,0.07166623195132067,0.9190416699204788,0.07292659528763876,257.4324324324323,259.31626506024077,1.2469879518072282,256.96686746987933,-0.004622563984479434,-0.009146811797363302,0.9951472619134643,-3.971924180311178e-06,0.7998046875,11.696696696696696,4.2207207207207205,4.2207207207207205,4.2207207207207205,11.319185263795216,11.319185263795216,11.319185263795216,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0006246096189881324,0.0006246096189881324,1.0,0.0006246096189881324,1600.0,1600.0,0.0,1600.0,-1.0,-1.0,1.0,-1.0,9.0546875,129.5,20.0,20.0,20.0,20.0,20.0,20.0,0.07705155609234758,0.07735163646107616,0.5013947530491706,0.07719615562756696,0.0017422089834057668,0.0017465124380543773,0.6279922698503503,0.0017471711499553156,14802.907317073164,14869.803921568657,314.8651960784323,14868.759803921597,-0.5857632995148288,-0.5877151824918475,0.9663813361024522,-0.5875191579942418,10.2890625,131.3560975609756,52.28780487804878,52.28780487804878,52.28780487804878,68.3186586488033,68.3186586488033,68.3186586488033,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.14617877135387014,0.13899457724272393,0.16645026319950654,0.14028517667896276,0.02033434463235027,0.016808185443820216,0.5694572216917813,0.015899670146208276,8330.078048780482,8146.568627450986,330.21568627451006,8257.401960784317,0.5154805361297724,0.5257064781634252,0.9807748307328962,0.5192537574649925,7.2578125,53.573170731707314,138.11219512195123,138.11219512195123,138.11219512195123,92.71583703254176,92.71583703254176,92.71583703254176,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.5,1.5,1.5,0.5,0.5,0.5,0.5357310271880554,0.534414903174586,0.5361123934979773,0.5378547888911122,0.16616470920642698,0.18579733897337575,0.7912358758208985,0.18863870176283543,17.64390243902439,28.367647058823554,10.825980392156868,28.382352941176496,0.9933720833699731,0.9893869664364299,0.9959498349944701,0.9893819898461704,0.8896484375,0.8804878048780488,15.914634146341463,15.914634146341463,15.914634146341463,36.48327422308585,36.48327422308585,36.48327422308585,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.00027770063871146905,0.00027770063871146905,1.0,0.00027770063871146905,3600.0,3600.0,0.0,3600.0,-1.0,-1.0,1.0,-1.0,14.03125,129.5,30.0,30.0,30.0,30.0,30.0,30.0,0.6232997325610407,0.6228460046894869,0.6381763249597489,0.622869715445903,0.000747157352207815,0.001646433391118849,0.9166044752334709,0.0008588655762586301,4398.594594594597,4403.152173913043,314.7608695652175,4406.282608695652,-0.6034982193128835,-0.6022684387389727,0.88546128156952,-0.6034075764870208,13.3984375,125.64324324324325,34.01081081081081,34.01081081081081,34.01081081081081,37.034606050132886,37.034606050132886,37.034606050132886,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,2.1041557075223567e-05,2.1041557075223567e-05,1.0,2.1041557075223567e-05,47524.0,47524.0,0.0,47524.0,-1.0,-1.0,1.0,-1.0,10.328125,135.0,110.0,110.0,110.0,109.0,109.0,109.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,2.1041557075223567e-05,2.1041557075223567e-05,1.0,2.1041557075223567e-05,47524.0,47524.0,0.0,47524.0,-1.0,-1.0,1.0,-1.0,10.328125,135.0,110.0,110.0,110.0,109.0,109.0,109.0,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,4.822298307373294e-05,4.822298307373294e-05,1.0,4.822298307373294e-05,20736.0,20736.0,0.0,20736.0,-1.0,-1.0,1.0,-1.0,14.4375,132.5,72.0,72.0,72.0,72.0,72.0,72.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,4.822298307373294e-05,4.822298307373294e-05,1.0,4.822298307373294e-05,20736.0,20736.0,0.0,20736.0,-1.0,-1.0,1.0,-1.0,14.4375,132.5,72.0,72.0,72.0,72.0,72.0,72.0,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.63907556138338e-05,1.63907556138338e-05,1.0,1.63907556138338e-05,61009.0,61009.0,0.0,61009.0,-1.0,-1.0,1.0,-1.0,5.9296875,136.0,123.5,123.5,123.5,123.5,123.5,123.5,0.12055663561984155,0.12063009347078511,0.39642520380958607,0.12062383591178873,0.012760362399337526,0.011854464337751135,0.7631237087811192,0.014765206631315577,33201.302083333234,33227.61511728932,325.8449174630758,33233.65768896613,-0.6773851268683272,-0.6772633570097256,0.9835520255193725,-0.6775636184877382,9.7578125,114.2734375,109.81597222222223,109.81597222222223,109.81597222222223,99.4823799049593,99.4823799049593,99.4823799049593,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.00014869888475836432,0.00014869888475836432,1.0,0.00014869888475836432,6724.0,6724.0,0.0,6724.0,-1.0,-1.0,1.0,-1.0,9.7890625,130.5,41.0,41.0,41.0,41.0,41.0,41.0,0.483788342174339,0.48611042456149695,0.48757263676765905,0.48607334944230624,0.017751632647877207,0.02552833984078961,0.7315048323919304,0.012992944435429574,2083.580487804878,2104.284313725491,22.279411764705888,2122.411764705883,0.7900447012338128,0.7884939601950333,0.997760789508166,0.786698605503755,9.0234375,12.165853658536586,193.49268292682927,193.49268292682927,193.49268292682927,70.44119633838125,70.44119633838125,70.44119633838125,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.8903234343396154e-05,1.8903234343396154e-05,1.0,1.8903234343396154e-05,52900.0,52900.0,0.0,52900.0,-1.0,-1.0,1.0,-1.0,14.296875,135.5,118.0,118.0,118.0,115.0,115.0,115.0,0.19769643052838498,0.19821143744270336,0.2562945087985543,0.19809017010957614,0.010363562835645728,0.022883228020653592,0.49886677620449227,0.009511637681776543,21704.243902439022,21761.250000000047,1469.1960784313756,21754.877450980428,-0.4646797712830447,-0.46624163419036335,0.9010238153040478,-0.4653352548003589,9.2421875,99.2609756097561,98.38048780487804,98.38048780487804,98.38048780487804,86.07677576786506,86.07677576786506,86.07677576786506,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.562255897516013e-05,1.562255897516013e-05,1.0,1.562255897516013e-05,64009.0,64009.0,0.0,64009.0,-1.0,-1.0,1.0,-1.0,14.28125,136.0,128.5,128.5,128.5,126.5,126.5,126.5,0.06992815213088509,0.06880229827263835,0.1978170468037362,0.06810021563455798,0.07489537582626642,0.06097475628430271,0.41508286203724004,0.061963331349428455,7469.3902439024305,7546.936274509814,353.45588235294167,7526.063725490204,0.38108818367394537,0.3723795060171838,0.9706059076799651,0.37411990758027014,8.125,24.673170731707316,176.23658536585367,176.23658536585367,176.23658536585367,77.68071065491407,77.68071065491407,77.68071065491407,Cancerous
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.3387874237643605,0.3352382134337485,0.3751921845097344,0.3382175329238355,0.14942278842286824,0.1305092154600644,0.610483466476743,0.1412752878241999,17.9268292682927,36.745098039215726,16.585784313725505,31.289215686274556,0.9956277230119601,0.9910674579989432,0.9959679623333468,0.9923933023227088,1.59375,1.5804878048780489,28.319512195121952,28.319512195121952,28.319512195121952,45.277549056265755,45.277549056265755,45.277549056265755,Cancerous
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1239350830820732,0.12342821874523749,0.13458092071855274,0.1236227471854759,0.05369241465034689,0.04623518264170225,0.2910265681221645,0.06423285867803973,364.2634146341466,348.3431372549026,29.490196078431445,437.6862745098049,0.9526394940751267,0.9549250039508812,0.9961840780140239,0.9433658817136295,5.40625,28.734146341463415,71.7609756097561,71.7609756097561,71.7609756097561,62.013267180219316,62.013267180219316,62.013267180219316,Cancerous
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12757753005484918,0.12434951856829274,0.2626783277758593,0.12516809151768374,0.011584723393947926,0.01116552805628239,0.4922596904694385,0.0102622230731122,10228.380487804872,10224.843137254926,2802.504901960788,9960.27450980394,0.11608374477146902,0.11855900092656749,0.7584077635683227,0.14136635671417788,7.43359375,115.05365853658536,61.204878048780486,61.204878048780486,61.204878048780486,76.06465142046491,76.06465142046491,76.06465142046491,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.5,1.5,1.5,0.5,0.5,0.5,0.10803529068463479,0.09865005783087356,0.10093755040183325,0.11064758176760547,0.1521247596511554,0.14637972666853966,0.28206620726091197,0.16827307988550208,356.76585365853634,409.3333333333342,58.13725490196091,416.80392156862814,0.9667383844601919,0.9619418234485739,0.994595382738059,0.9612580220912272,4.20703125,20.726829268292683,75.3829268292683,75.3829268292683,75.3829268292683,73.23268763178865,73.23268763178865,73.23268763178865,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.2,0.2,1.0,0.2,4.0,4.0,0.0,4.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.2,0.2,1.0,0.2,4.0,4.0,0.0,4.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,Cancerous
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17102166507681776,0.1693074608585785,0.2072310128092985,0.1688163900630468,0.03042322869803543,0.029682427846116664,0.4659565422360781,0.024969173759097643,1950.409836065572,2003.3021978022014,393.41483516483567,1989.505494505497,0.8577628835066969,0.8541075665818542,0.9713484683938085,0.8551051121699837,4.59765625,57.80874316939891,75.30874316939891,75.30874316939891,75.30874316939891,82.80212293716419,82.80212293716419,82.80212293716419,Cancerous
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.27321428224274047,0.27043100717640545,0.28738724950894257,0.2652046861710582,0.0536914552983131,0.048989315161044565,0.6509342841072393,0.04768245821733325,10019.024390243902,10076.56372549021,329.338235294118,10099.553921568637,0.2871214784097833,0.2846150539426834,0.9766186547211032,0.28298286655921956,5.72265625,37.19268292682927,65.31219512195122,65.31219512195122,65.31219512195122,83.82816394739424,83.82816394739424,83.82816394739424,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,3.810249571346923e-05,3.810249571346923e-05,1.0,3.810249571346923e-05,26244.0,26244.0,0.0,26244.0,-1.0,-1.0,1.0,-1.0,10.78125,133.0,81.0,81.0,81.0,81.0,81.0,81.0,0.179819756195139,0.17801212995192262,0.3085908516982916,0.1807352614148658,0.008924843541739547,0.012935888902627424,0.5539343555052394,0.020051110834237933,31992.351254480367,32204.356115107978,1578.368705035975,32033.474820143943,-0.49660060285504287,-0.5019889874806218,0.9264003814453072,-0.49343444209326504,10.8125,118.13799283154121,97.55913978494624,97.55913978494624,97.55913978494624,103.38442674044256,103.38442674044256,103.38442674044256,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.006896551724137931,0.006896551724137931,1.0,0.006896551724137931,144.0,144.0,0.0,144.0,-1.0,-1.0,1.0,-1.0,2.236328125,128.0,6.0,6.0,6.0,6.0,6.0,6.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.006896551724137931,0.006896551724137931,1.0,0.006896551724137931,144.0,144.0,0.0,144.0,-1.0,-1.0,1.0,-1.0,2.236328125,128.0,6.0,6.0,6.0,6.0,6.0,6.0,Cancerous
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3564107356710394,0.35577430826059087,0.4786906065847357,0.35578340048789553,0.0026006644146661386,0.0025658229360165704,0.7786414985148548,0.002679962263184156,11523.42908438065,11507.12410071944,125.91726618705054,11578.023381294981,0.06293403370634813,0.06544233966670464,0.9897735572630195,0.05968421407476394,6.12890625,124.07809694793536,49.49910233393178,49.49910233393178,49.49910233393178,78.41349050329673,78.41349050329673,78.41349050329673,Cancerous
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.29763369337104223,0.29749367881322575,0.3131440467532829,0.297482890629181,0.2583340886913314,0.25273775460171644,0.696955245975023,0.2521599580386662,2180.137500000001,2182.6935105551197,306.19077404222026,2182.788897576229,0.7294711647232881,0.7288799495905202,0.9619663632058267,0.7288595170314656,2.171875,14.88046875,39.57734375,39.57734375,39.57734375,63.47755104518827,63.47755104518827,63.47755104518827,Cancerous
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancerous
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16615971075795294,0.16274462849179813,0.19415760182470823,0.16260426222622415,0.19291542741557371,0.1865289992372523,0.5729879497018101,0.1812972796554472,232.3812499999999,245.24191866527542,11.904588112617262,242.45046923878954,0.9865176881307918,0.9857860423755765,0.9993100235876969,0.9859478603106118,5.28515625,9.584375,117.715625,117.715625,117.715625,92.83320821519597,92.83320821519597,92.83320821519597,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.5378463999015778e-05,1.5378463999015778e-05,1.0,1.5378463999015778e-05,65025.0,65025.0,0.0,65025.0,-1.0,-1.0,1.0,-1.0,11.53125,136.5,127.5,127.5,127.5,127.5,127.5,127.5,0.4862877719755178,0.48780371175590914,0.5168366460419656,0.4855518404223109,0.029754104353591056,0.010953942297650678,0.7795919303208084,0.02119896975662941,51083.467948717946,51468.2122186496,628.4887459807081,51457.02250803867,-0.7618076886870642,-0.775728035813198,0.9783162259126104,-0.7753419745534822,12.1171875,110.65865384615384,122.38782051282051,122.38782051282051,122.38782051282051,120.40539261016819,120.40539261016819,120.40539261016819,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.5,1.5,1.5,0.5,0.5,0.5,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.5,1.5,1.5,0.5,0.5,0.5,Cancerous
0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.02,0.02,1.0,0.02,49.0,49.0,0.0,49.0,-1.0,-1.0,1.0,-1.0,1.0,128.0,3.5,3.5,3.5,3.5,3.5,3.5,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.02,0.02,1.0,0.02,49.0,49.0,0.0,49.0,-1.0,-1.0,1.0,-1.0,1.0,128.0,3.5,3.5,3.5,3.5,3.5,3.5,Cancerous
